"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"2267","Male","Gen Z","full-time year-round worker","low_income","non-college","White","Married","suburban",3150
"2268","Male","Silent","not ftyr","upper_middle_income","non-college","Non-white","Never married","suburban",3140
"2269","Female","Boomers","full-time year-round worker","high_income","college","White","Never married","rural",3125
"2270","Male","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","urban",3122
"2271","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Married","suburban",3099
"2272","Female","Millennial","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","urban",3078
"2273","Male","Silent","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","urban",3076
"2274","Male","Gen X","not ftyr","high_income","college","Non-white","Divorced/separated/widowed","suburban",3068
"2275","Male","Boomers","full-time year-round worker","low_income","college","Non-white","Never married","urban",3065
"2276","Male","Gen X","full-time year-round worker","high_income","non-college","Non-white","Divorced/separated/widowed","rural",3028
"2277","Female","Silent","not ftyr","low_income","college","Non-white","Never married","suburban",3015
"2278","Male","Gen X","not ftyr","low_income","college","Non-white","Never married","rural",3009
"2279","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Never married","urban",3001
"2280","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","rural",2993
"2281","Female","Silent","not ftyr","high_income","college","White","Never married","urban",2991
"2282","Female","Millennial","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","rural",2990
"2283","Female","Millennial","not ftyr","high_income","college","Non-white","Never married","rural",2978
"2284","Female","Millennial","full-time year-round worker","NA","non-college","Non-white","Never married","rural",2974
"2285","Male","Millennial","not ftyr","high_income","non-college","White","Divorced/separated/widowed","urban",2966
"2286","Male","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Married","urban",2952
"2287","Male","Boomers","not ftyr","NA","college","Non-white","Divorced/separated/widowed","suburban",2944
"2288","Male","Silent","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",2940
"2289","Male","Gen X","not ftyr","NA","college","Non-white","Never married","suburban",2920
"2290","Female","Boomers","not ftyr","high_income","college","Non-white","Never married","suburban",2906
"2291","Male","Millennial","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","urban",2902
"2292","Female","Millennial","not ftyr","NA","non-college","Non-white","Married","rural",2893
"2293","Female","Boomers","not ftyr","NA","college","White","Divorced/separated/widowed","urban",2883
"2294","Female","Gen Z","full-time year-round worker","NA","non-college","Non-white","Never married","urban",2881
"2295","Male","Millennial","not ftyr","upper_middle_income","college","Non-white","Married","rural",2856
"2296","Female","Gen X","full-time year-round worker","low_income","college","Non-white","Never married","rural",2807
"2297","Male","Boomers","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","rural",2802
"2298","Male","Silent","not ftyr","high_income","non-college","Non-white","Married","rural",2792
"2299","Male","Millennial","not ftyr","low_income","college","White","Divorced/separated/widowed","urban",2791
"2300","Male","Millennial","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","suburban",2785
"2301","Male","Millennial","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",2778
"2302","Male","Silent","not ftyr","middle_income","college","Non-white","Never married","urban",2760
"2303","Male","Millennial","not ftyr","middle_income","college","White","Divorced/separated/widowed","rural",2755
"2304","Male","Gen X","full-time year-round worker","low_income","college","Non-white","Married","rural",2752
"2305","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Never married","suburban",2747
"2306","Male","Boomers","not ftyr","NA","college","White","Never married","rural",2740
"2307","Female","Millennial","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","rural",2738
"2308","Male","Silent","not ftyr","low_income","college","Non-white","Married","rural",2735
"2309","Male","Boomers","not ftyr","NA","college","White","Married","rural",2721
"2310","Female","Millennial","not ftyr","high_income","college","White","Divorced/separated/widowed","urban",2713
"2311","Male","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Married","rural",2711
"2312","Male","Silent","not ftyr","middle_income","non-college","Non-white","Never married","rural",2696
"2313","Male","Gen X","not ftyr","NA","college","Non-white","Never married","urban",2688
"2314","Male","Gen X","full-time year-round worker","NA","non-college","White","Married","rural",2684
"2315","Male","Millennial","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","rural",2682
"2316","Female","Gen X","full-time year-round worker","low_income","college","White","Married","urban",2679
"2317","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Married","suburban",2677
"2318","Female","Boomers","not ftyr","NA","college","White","Never married","rural",2673
"2319","Female","Gen X","not ftyr","high_income","college","White","Divorced/separated/widowed","rural",2647
"2320","Female","Silent","not ftyr","NA","non-college","Non-white","Never married","rural",2643
"2321","Female","Boomers","not ftyr","NA","college","White","Divorced/separated/widowed","rural",2638
"2322","Female","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Never married","rural",2622
"2323","Male","Boomers","not ftyr","high_income","college","Non-white","Never married","urban",2610
"2324","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Married","urban",2595
"2325","Male","Gen Z","full-time year-round worker","low_income","non-college","White","Married","rural",2585
"2326","Female","Gen Z","not ftyr","high_income","non-college","White","Married","suburban",2583
"2327","Male","Gen X","not ftyr","middle_income","college","Non-white","Never married","rural",2578
"2328","Male","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","suburban",2576
"2329","Female","Silent","full-time year-round worker","upper_middle_income","non-college","Non-white","Married","suburban",2574
"2330","Male","Silent","full-time year-round worker","low_income","non-college","White","Married","rural",2572
"2331","Male","Gen Z","not ftyr","upper_middle_income","non-college","Non-white","Married","urban",2565
"2332","Male","Silent","full-time year-round worker","high_income","non-college","Non-white","Married","suburban",2562
"2333","Male","Silent","full-time year-round worker","middle_income","college","White","Married","urban",2553
"2334","Male","Boomers","not ftyr","NA","college","Non-white","Never married","urban",2539
"2335","Female","Silent","full-time year-round worker","middle_income","non-college","Non-white","Married","urban",2528
"2336","Female","Silent","full-time year-round worker","high_income","college","White","Divorced/separated/widowed","urban",2524
"2337","Female","Millennial","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","urban",2516
"2338","Male","Silent","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","rural",2500
"2339","Female","Silent","full-time year-round worker","middle_income","non-college","White","Married","urban",2500
"2340","Female","Boomers","not ftyr","NA","non-college","Non-white","Married","rural",2499
"2341","Female","Silent","full-time year-round worker","middle_income","non-college","Non-white","Married","suburban",2499
"2342","Female","Gen Z","full-time year-round worker","middle_income","non-college","Non-white","Married","urban",2497
"2343","Male","Boomers","full-time year-round worker","low_income","college","Non-white","Never married","suburban",2496
"2344","Female","Silent","not ftyr","high_income","non-college","Non-white","Never married","suburban",2495
